frame,id,x1,y1,x2,y2,cls,conf
280,1,285.08355712890625,155.43963623046875,479.58807373046875,587.769775390625,56,1.0
282,1,278.32977294921875,149.18218994140625,479.63873291015625,586.9655151367188,56,1.0
284,1,270.0660705566406,151.3883056640625,479.6125183105469,586.361572265625,56,1.0
286,1,270.0660705566406,151.3883056640625,479.6125183105469,586.361572265625,56,1.0
288,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
290,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
292,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
294,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
296,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
298,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
300,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
302,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
304,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
306,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
308,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
310,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
312,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
314,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
316,1,256.10833740234375,151.859375,479.62603759765625,582.6942138671875,56,1.0
318,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
320,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
322,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
324,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
326,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
328,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
330,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
332,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
334,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
336,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
338,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
340,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
342,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
344,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
346,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
348,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
350,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
352,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
354,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
356,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
358,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
360,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
362,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
364,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
366,1,151.25482177734375,143.89166259765625,411.656005859375,570.3972778320312,56,1.0
366,2,365.397705078125,315.294189453125,479.62774658203125,619.6851806640625,56,1.0
368,1,0.2827606201171875,124.23406982421875,223.8085479736328,593.70703125,56,1.0
368,2,359.62701416015625,304.3232421875,479.61328125,635.7302856445312,56,1.0
370,1,0.46649169921875,123.42320251464844,217.21551513671875,594.468505859375,56,1.0
370,2,359.62701416015625,304.3232421875,479.61328125,635.7302856445312,56,1.0
372,1,0.46649169921875,123.42320251464844,217.21551513671875,594.468505859375,56,1.0
372,2,341.8320617675781,300.57147216796875,479.6183776855469,634.376708984375,56,1.0
374,1,0.1135711669921875,121.08428955078125,200.93795776367188,598.5755004882812,56,1.0
374,2,332.6759948730469,300.77825927734375,479.6007995605469,638.32861328125,56,1.0
376,1,0.1135711669921875,121.08428955078125,200.93795776367188,598.5755004882812,56,1.0
376,2,326.20257568359375,302.97900390625,479.61151123046875,638.5613403320312,56,1.0
378,1,0.1135711669921875,121.08428955078125,200.93795776367188,598.5755004882812,56,1.0
378,2,318.46923828125,303.9901123046875,479.626220703125,639.08837890625,56,1.0
380,1,0.1135711669921875,121.08428955078125,200.93795776367188,598.5755004882812,56,1.0
380,2,311.36431884765625,305.08294677734375,479.62310791015625,639.0619506835938,56,1.0
382,1,0.1135711669921875,121.08428955078125,200.93795776367188,598.5755004882812,56,1.0
382,2,305.72039794921875,304.90924072265625,479.7391357421875,640.0,56,1.0
384,1,0.1135711669921875,121.08428955078125,200.93795776367188,598.5755004882812,56,1.0
384,2,299.76910400390625,303.36700439453125,479.76007080078125,639.1913452148438,56,1.0
